Unnamed: 29,Unnamed: 30,Unnamed: 31,cat.thisIndex,cat.thisN,cat.thisRepN,cat.thisTrialN,correct,date,expName,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.corr,key_resp_9.keys,key_resp_9.rt,participant,practice.thisIndex,practice.thisN,practice.thisRepN,practice.thisTrialN,session,stim1,stim2,ws.thisIndex,ws.thisN,ws.thisRepN,ws.thisTrialN
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,1.0,4.20578885078,105,,,,,1,ws/15.wav,ws/6.wav,8.0,12.0,0.0,12.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,2.55393481255,105,,,,,1,ws/5.wav,ws/14.wav,2.0,13.0,0.0,13.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,1.352684021,105,,,,,1,ws/6.wav,ws/24.wav,5.0,14.0,0.0,14.0
,,,,,,,,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,space,22.8736629486,,,,,,105,,,,,1,,,,,,
,,,30.0,0.0,0.0,0.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,1.06905508041,105,,,,,1,cat/2-7-14.wav,cat/2-14-7.wav,,,,
,,,2.0,1.0,0.0,1.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,4.27244496346,105,,,,,1,cat/276.wav,cat/267.wav,,,,
,,,22.0,2.0,0.0,2.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,2.01999306679,105,,,,,1,cat/7-5-10.wav,cat/7-10-5.wav,,,,
,,,4.0,3.0,0.0,3.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.01908516884,105,,,,,1,cat/572.wav,cat/527.wav,,,,
,,,19.0,4.0,0.0,4.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,2.4205071926099997,105,,,,,1,cat/5-16-2.wav,cat/5-2-16.wav,,,,
,,,0.0,5.0,0.0,5.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,2.75420284271,105,,,,,1,cat/257.wav,cat/275.wav,,,,
,,,27.0,6.0,0.0,6.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,5.17334294319,105,,,,,1,cat/2-23-8.wav,cat/2-14-8.wav,,,,
,,,21.0,7.0,0.0,7.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.11908078194,105,,,,,1,cat/6-18-2.wav,cat/6-2-18.wav,,,,
,,,28.0,8.0,0.0,8.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,15.9016599655,105,,,,,1,cat/2-5-13.wav,cat/2-5-16.wav,,,,
,,,1.0,9.0,0.0,9.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,4.22234606743,105,,,,,1,cat/285.wav,cat/258.wav,,,,
,,,18.0,10.0,0.0,10.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.702060937881,105,,,,,1,cat/2-6-26.wav,cat/2-6-17.wav,,,,
,,,32.0,11.0,0.0,11.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,1.55308818817,105,,,,,1,cat/25-5-8.wav,cat/12-5-8.wav,,,,
,,,13.0,12.0,0.0,12.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,3.3548707962,105,,,,,1,cat/11-5-7.wav,cat/21-5-7.wav,,,,
,,,20.0,13.0,0.0,13.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.2358999252299998,105,,,,,1,cat/6-17-2.wav,cat/6-2-17.wav,,,,
,,,12.0,14.0,0.0,14.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,1.81985497475,105,,,,,1,cat/10-6-7.wav,cat/13-6-7.wav,,,,
,,,29.0,15.0,0.0,15.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,9.29471302032,105,,,,,1,cat/2-6-20.wav,cat/2-6-18.wav,,,,
,,,15.0,16.0,0.0,16.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.41830205917400004,105,,,,,1,cat/2-14-8.wav,cat/2-10-8.wav,,,,
,,,8.0,17.0,0.0,17.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.501796007156,105,,,,,1,cat/725.wav,cat/752.wav,,,,
,,,24.0,18.0,0.0,18.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,4.3226108551,105,,,,,1,cat/8-12-5.wav,cat/8-5-12.wav,,,,
,,,16.0,19.0,0.0,19.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.46840190887500005,105,,,,,1,cat/2-15-7.wav,cat/2-22-7.wav,,,,
,,,7.0,20.0,0.0,20.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,4.82309603691,105,,,,,1,cat/682.wav,cat/628.wav,,,,
,,,3.0,21.0,0.0,21.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,2.78755092621,105,,,,,1,cat/268.wav,cat/286.wav,,,,
,,,9.0,22.0,0.0,22.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.852134943008,105,,,,,1,cat/762.wav,cat/726.wav,,,,
,,,23.0,23.0,0.0,23.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,4.78977894783,105,,,,,1,cat/8-6-11.wav,cat/8-11-6.wav,,,,
,,,14.0,24.0,0.0,24.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.318342924118,105,,,,,1,cat/2-13-8.wav,cat/2-8-13.wav,,,,
,,,5.0,25.0,0.0,25.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.318188905716,105,,,,,1,cat/528.wav,cat/582.wav,,,,
,,,17.0,26.0,0.0,26.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,1.0,0.8520860672,105,,,,,1,cat/2-5-18.wav,cat/2-5-12.wav,,,,
,,,11.0,27.0,0.0,27.0,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,2.0,10.3623740673,105,,,,,1,cat/826.wav,cat/862.wav,,,,
,,,31.0,28.0,0.0,28.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,1.0,2.0,4.85549807549,105,,,,,1,cat/2-8-15.wav,cat/2-15-8.wav,,,,
,,,6.0,29.0,0.0,29.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.7687580585480001,105,,,,,1,cat/627.wav,cat/672.wav,,,,
,,,10.0,30.0,0.0,30.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.0847561359406,105,,,,,1,cat/852.wav,cat/825.wav,,,,
,,,25.0,31.0,0.0,31.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,1.3694229126,105,,,,,1,cat/16-5-8.wav,cat/11-5-8.wav,,,,
,,,26.0,32.0,0.0,32.0,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,,,0.0,1.0,0.735360145569,105,,,,,1,cat/2-17-7.wav,cat/2-15-7.wav,,,,
,,,,,,,,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,,,,,space,14.4501531124,,,,105,,,,,1,,,,,,
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,1,5.80749487877,107,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,space,12.6483831406,,,,,,,,107,,,,,1,,,,,,
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,1,1.0690178871200002,107,,,,,1,ws/30.wav,ws/2.wav,12.0,0.0,0.0,0.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,2,0.651996850967,107,,,,,1,ws/5.wav,ws/36.wav,3.0,1.0,0.0,1.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,2,4.45598006248,107,,,,,1,ws/17.wav,ws/8.wav,9.0,2.0,0.0,2.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,1,1.83658599854,107,,,,,1,ws/23.wav,ws/5.wav,10.0,3.0,0.0,3.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,2,0.284920930862,107,,,,,1,ws/15.wav,ws/6.wav,8.0,4.0,0.0,4.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,['1'],[2.837881088256836],,,,,,,0.0,None,,107,,,,,1,ws/25.wav,ws/7.wav,11.0,5.0,0.0,5.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,1,0.468575954437,107,,,,,1,ws/6.wav,ws/32.wav,4.0,6.0,0.0,6.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,2,0.368293046951,107,,,,,1,ws/5.wav,ws/14.wav,2.0,7.0,0.0,7.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,2,2.9710149765,107,,,,,1,ws/7.wav,ws/16.wav,6.0,8.0,0.0,8.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,1,0.36826205253600003,107,,,,,1,ws/2.wav,ws/11.wav,0.0,9.0,0.0,9.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,1,4.4059650898000005,107,,,,,1,ws/2.wav,ws/20.wav,1.0,10.0,0.0,10.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,0.0,1,1.61984086037,107,,,,,1,ws/35.wav,ws/8.wav,14.0,11.0,0.0,11.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,['1'],[2.7875819206237793],,,,,,,1.0,1,0.434965848923,107,,,,,1,ws/6.wav,ws/24.wav,5.0,12.0,0.0,12.0
,,,,,,,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,2,0.234719991684,107,,,,,1,ws/28.wav,ws/7.wav,13.0,13.0,0.0,13.0
,,,,,,,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,None,,,,,,,,1.0,1,0.518367052078,107,,,,,1,ws/8.wav,ws/26.wav,7.0,14.0,0.0,14.0
,,,,,,,,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,space,5.39045500755,,,,,,107,,,,,1,,,,,,
,,,24.0,0.0,0.0,0.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.551836013794,107,,,,,1,cat/8-12-5.wav,cat/8-5-12.wav,,,,
,,,5.0,1.0,0.0,1.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,2.43696093559,107,,,,,1,cat/528.wav,cat/582.wav,,,,
,,,18.0,2.0,0.0,2.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.8021478652949999,107,,,,,1,cat/2-6-26.wav,cat/2-6-17.wav,,,,
,,,11.0,3.0,0.0,3.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.985667943954,107,,,,,1,cat/826.wav,cat/862.wav,,,,
,,,31.0,4.0,0.0,4.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.6852900981899999,107,,,,,1,cat/2-8-15.wav,cat/2-15-8.wav,,,,
,,,23.0,5.0,0.0,5.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.551711082458,107,,,,,1,cat/8-6-11.wav,cat/8-11-6.wav,,,,
,,,28.0,6.0,0.0,6.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,1.2361381053899998,107,,,,,1,cat/2-5-13.wav,cat/2-5-16.wav,,,,
,,,22.0,7.0,0.0,7.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,1.95346403122,107,,,,,1,cat/7-5-10.wav,cat/7-10-5.wav,,,,
,,,17.0,8.0,0.0,8.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,2.0367000103,107,,,,,1,cat/2-5-18.wav,cat/2-5-12.wav,,,,
,,,16.0,9.0,0.0,9.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,0.73557806015,107,,,,,1,cat/2-15-7.wav,cat/2-22-7.wav,,,,
,,,26.0,10.0,0.0,10.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,1.8032448291799998,107,,,,,1,cat/2-17-7.wav,cat/2-15-7.wav,,,,
,,,20.0,11.0,0.0,11.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,1.9701578617099997,107,,,,,1,cat/6-17-2.wav,cat/6-2-17.wav,,,,
,,,10.0,12.0,0.0,12.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,0.9021790027619999,107,,,,,1,cat/852.wav,cat/825.wav,,,,
,,,3.0,13.0,0.0,13.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,1.3692419529,107,,,,,1,cat/268.wav,cat/286.wav,,,,
,,,4.0,14.0,0.0,14.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,0.318170070648,107,,,,,1,cat/572.wav,cat/527.wav,,,,
,,,27.0,15.0,0.0,15.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.36832094192500003,107,,,,,1,cat/2-23-8.wav,cat/2-14-8.wav,,,,
,,,13.0,16.0,0.0,16.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,1.9357120990799999,107,,,,,1,cat/11-5-7.wav,cat/21-5-7.wav,,,,
,,,19.0,17.0,0.0,17.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,0.868646144867,107,,,,,1,cat/5-16-2.wav,cat/5-2-16.wav,,,,
,,,30.0,18.0,0.0,18.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.351556062698,107,,,,,1,cat/2-7-14.wav,cat/2-14-7.wav,,,,
,,,12.0,19.0,0.0,19.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.6019067764280001,107,,,,,1,cat/10-6-7.wav,cat/13-6-7.wav,,,,
,,,29.0,20.0,0.0,20.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,1.16909885406,107,,,,,1,cat/2-6-20.wav,cat/2-6-18.wav,,,,
,,,25.0,21.0,0.0,21.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,0.852014064789,107,,,,,1,cat/16-5-8.wav,cat/11-5-8.wav,,,,
,,,6.0,22.0,0.0,22.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.535031080246,107,,,,,1,cat/627.wav,cat/672.wav,,,,
,,,8.0,23.0,0.0,23.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,2,0.78538608551,107,,,,,1,cat/725.wav,cat/752.wav,,,,
,,,32.0,24.0,0.0,24.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.952104091644,107,,,,,1,cat/25-5-8.wav,cat/12-5-8.wav,,,,
,,,15.0,25.0,0.0,25.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.151556015015,107,,,,,1,cat/2-14-8.wav,cat/2-10-8.wav,,,,
,,,9.0,26.0,0.0,26.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,0.267137050629,107,,,,,1,cat/762.wav,cat/726.wav,,,,
,,,7.0,27.0,0.0,27.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.6017310619349999,107,,,,,1,cat/682.wav,cat/628.wav,,,,
,,,21.0,28.0,0.0,28.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.11805605888399999,107,,,,,1,cat/6-18-2.wav,cat/6-2-18.wav,,,,
,,,14.0,29.0,0.0,29.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,1.7865388393400001,107,,,,,1,cat/2-13-8.wav,cat/2-8-13.wav,,,,
,,,1.0,30.0,0.0,30.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,2,0.41826701164200003,107,,,,,1,cat/285.wav,cat/258.wav,,,,
,,,2.0,31.0,0.0,31.0,2.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,0.0,1,0.451651096344,107,,,,,1,cat/276.wav,cat/267.wav,,,,
,,,0.0,32.0,0.0,32.0,1.0,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,,,1.0,1,0.818865060806,107,,,,,1,cat/257.wav,cat/275.wav,,,,
,,,,,,,,2016_May_26_1424,Stat_Cat_Oct,59.9325843018,,,,,,,space,11.5808088779,,,,107,,,,,1,,,,,,
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[2.0032851696014404],108,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,space,8.47709012032,,,,,,,,108,,,,,1,,,,,,
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,['1'],[2.7541990280151367],,,,,,,0.0,['1'],[0.9856219291687012],108,,,,,1,ws/19.wav,ws/1.wav,6.0,0.0,0.0,0.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[0.21808910369873047],108,,,,,1,ws/9.wav,ws/33.wav,4.0,1.0,0.0,1.0
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[1.035688877105713],108,,,,,1,ws/22.wav,ws/4.wav,10.0,2.0,0.0,2.0
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[0.9688661098480225],108,,,,,1,ws/31.wav,ws/4.wav,9.0,3.0,0.0,3.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[0.5018510818481445],108,,,,,1,ws/1.wav,ws/10.wav,5.0,4.0,0.0,4.0
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['2'],[0.6020359992980957],108,,,,,1,ws/27.wav,ws/9.wav,11.0,5.0,0.0,5.0
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['2'],[0.4350440502166748],108,,,,,1,ws/21.wav,ws/3.wav,8.0,6.0,0.0,6.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['2'],[1.336069107055664],108,,,,,1,ws/4.wav,ws/13.wav,2.0,7.0,0.0,7.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[0.3517749309539795],108,,,,,1,ws/1.wav,ws/34.wav,0.0,8.0,0.0,8.0
,,,,,,,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[2.6541688442230225],108,,,,,1,ws/12.wav,ws/3.wav,7.0,9.0,0.0,9.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,['1'],[2.9211008548736572],,,,,,,0.0,None,,108,,,,,1,ws/9.wav,ws/18.wav,3.0,10.0,0.0,10.0
,,,,,,,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,None,,,,,,,,0.0,['1'],[0.7519190311431885],108,,,,,1,ws/3.wav,ws/29.wav,1.0,11.0,0.0,11.0
,,,,,,,,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,space,12.0477459431,,,,,,108,,,,,1,,,,,,
,,,26.0,0.0,0.0,0.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[3.755258798599243],108,,,,,1,cat/3-9-14.wav,cat/3-14-9.wav,,,,
,,,13.0,1.0,0.0,1.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[2.019994020462036],108,,,,,1,cat/4-16-1.wav,cat/4-1-16.wav,,,,
,,,17.0,2.0,0.0,2.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[1.4694561958312988],108,,,,,1,cat/4-3-17.wav,cat/4-17-3.wav,,,,
,,,8.0,3.0,0.0,3.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[1.4027187824249268],108,,,,,1,cat/10-4-9.wav,cat/13-4-9.wav,,,,
,,,16.0,4.0,0.0,4.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.6187231540679932],108,,,,,1,cat/9-12-4.wav,cat/9-4-12.wav,,,,
,,,18.0,5.0,0.0,5.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[0.8187649250030518],108,,,,,1,cat/9-4-11.wav,cat/9-11-4.wav,,,,
,,,20.0,6.0,0.0,6.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.1180880069732666],108,,,,,1,cat/1-23-9.wav,cat/1-14-9.wav,,,,
,,,11.0,7.0,0.0,7.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.4694850444793701],108,,,,,1,cat/3-15-9.wav,cat/3-22-9.wav,,,,
,,,9.0,8.0,0.0,8.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[0.7018959522247314],108,,,,,1,cat/11-4-9.wav,cat/21-4-9.wav,,,,
,,,15.0,9.0,0.0,9.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.48514795303344727],108,,,,,1,cat/9-10-4.wav,cat/9-4-10.wav,,,,
,,,14.0,10.0,0.0,10.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.0689659118652344],108,,,,,1,cat/4-18-1.wav,cat/4-1-18.wav,,,,
,,,0.0,11.0,0.0,11.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[2.6540958881378174],108,,,,,1,cat/149.wav,cat/194.wav,,,,
,,,6.0,12.0,0.0,12.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.3025548458099365],108,,,,,1,cat/1-14-9.wav,cat/1-10-9.wav,,,,
,,,4.0,13.0,0.0,13.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[3.2214930057525635],108,,,,,1,cat/914.wav,cat/941.wav,,,,
,,,3.0,14.0,0.0,14.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.03453683853149414],108,,,,,1,cat/439.wav,cat/493.wav,,,,
,,,12.0,15.0,0.0,15.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[0.8187470436096191],108,,,,,1,cat/3-4-17.wav,cat/3-4-26.wav,,,,
,,,23.0,16.0,0.0,16.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[0.8522720336914062],108,,,,,1,cat/16-4-9.wav,cat/11-4-9.wav,,,,
,,,5.0,17.0,0.0,17.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.68635892868042],108,,,,,1,cat/934.wav,cat/943.wav,,,,
,,,2.0,18.0,0.0,18.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.45062899589538574],108,,,,,1,cat/419.wav,cat/491.wav,,,,
,,,22.0,19.0,0.0,19.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[0.5518350601196289],108,,,,,1,cat/1-9-15.wav,cat/1-15-9.wav,,,,
,,,24.0,20.0,0.0,20.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.4528191089630127],108,,,,,1,cat/25-4-9.wav,cat/12-4-9.wav,,,,
,,,10.0,21.0,0.0,21.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[1.2191989421844482],108,,,,,1,cat/3-13-9.wav,cat/3-9-13.wav,,,,
,,,25.0,22.0,0.0,22.0,2.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['2'],[1.119230031967163],108,,,,,1,cat/3-4-20.wav,cat/3-4-18.wav,,,,
,,,7.0,23.0,0.0,23.0,1.0,2016_May_26_1517,Stat_Cat_Oct,59.9336976154,,,,,,,,,0.0,['1'],[0.9688851833343506],108,,,,,1,cat/1-4-18.wav,cat/1-4-12.wav,,,,
