numb_back,order_set,img_numb,response,repeat_img,repeat_pos,lure,lure_kind,answer,time,file
1,8,8,0,,1,0,,0,,1_7.txt
1,8,3,0,,2,0,,0,,1_7.txt
1,8,1,1,,3,0,,0,,1_7.txt
1,8,1,0,1,4,0,,1,0.167798995972,1_7.txt
1,8,8,0,,5,0,,0,,1_7.txt
1,8,4,0,,6,0,,0,,1_7.txt
1,8,4,1,4,7,0,,1,0.00104403495789,1_7.txt
1,8,5,0,,8,0,,0,,1_7.txt
1,8,2,0,,9,0,,0,,1_7.txt
1,8,2,1,2,10,0,,0,,1_7.txt
1,8,5,0,,11,0,,0,,1_7.txt
1,8,6,0,,12,0,,0,,1_7.txt
1,8,6,1,6,13,0,,1,0.0344350337982,1_7.txt
1,8,7,0,,14,0,,0,,1_7.txt
1,8,4,0,,15,0,,0,,1_7.txt
1,8,7,0,,16,0,,0,,1_7.txt
1,8,7,1,7,17,0,,1,0.0178990364075,1_7.txt
1,8,5,0,,18,0,,0,,1_7.txt
1,8,2,0,,19,0,,0,,1_7.txt
1,8,3,0,,20,0,,0,,1_7.txt
1,8,3,1,3,21,0,,1,0.000140905380249,1_7.txt
1,8,8,0,,1,0,,0,,1_9.txt
1,8,3,0,,2,0,,0,,1_9.txt
1,8,1,1,,3,0,,0,,1_9.txt
1,8,1,0,1,4,0,,1,0.0176548957825,1_9.txt
1,8,8,0,,5,0,,0,,1_9.txt
1,8,4,0,,6,0,,0,,1_9.txt
1,8,4,1,4,7,0,,1,0.00100183486938,1_9.txt
1,8,5,0,,8,0,,0,,1_9.txt
1,8,2,0,,9,0,,0,,1_9.txt
1,8,2,1,2,10,0,,1,0.0011351108551,1_9.txt
1,8,5,0,,11,0,,0,,1_9.txt
1,8,6,0,,12,0,,0,,1_9.txt
1,8,6,1,6,13,0,,1,0.000945091247559,1_9.txt
1,8,7,0,,14,0,,0,,1_9.txt
1,8,4,0,,15,0,,0,,1_9.txt
1,8,7,0,,16,0,,0,,1_9.txt
1,8,7,1,7,17,0,,1,0.418213844299,1_9.txt
1,8,5,0,,18,0,,0,,1_9.txt
1,8,2,0,,19,0,,0,,1_9.txt
1,8,3,0,,20,0,,0,,1_9.txt
1,8,3,1,3,21,0,,1,0.0510590076447,1_9.txt
2,9,6,0,,1,0,,0,,2_8.txt
2,9,4,0,,2,0,,0,,2_8.txt
2,9,7,1,,3,0,,0,,2_8.txt
2,9,2,0,,4,0,,0,,2_8.txt
2,9,7,0,7,5,0,,1,0.368224859238,2_8.txt
2,9,7,0,,6,1,3back,0,,2_8.txt
2,9,3,0,,7,0,,0,,2_8.txt
2,9,2,0,,8,0,,0,,2_8.txt
2,9,1,1,1,9,0,,0,,2_8.txt
2,9,4,0,,10,0,,0,,2_8.txt
2,9,6,0,,11,0,,0,,2_8.txt
2,9,4,1,4,12,0,,1,0.00095796585083,2_8.txt
2,9,8,0,,13,0,,0,,2_8.txt
2,9,1,0,,14,0,,0,,2_8.txt
2,9,8,1,8,15,0,,1,0.101263046265,2_8.txt
2,9,5,0,,16,0,,0,,2_8.txt
2,9,3,0,,17,0,,0,,2_8.txt
2,9,2,0,,18,0,,1,0.401595115662,2_8.txt
2,9,3,1,3,19,0,,0,,2_8.txt
2,9,5,0,,20,0,,0,,2_8.txt
2,9,6,0,,21,0,,0,,2_8.txt
2,9,5,1,5,22,0,,1,0.218135118484,2_8.txt
2,3,4,0,,1,0,,0,,2_2.txt
2,3,3,0,,2,0,,0,,2_2.txt
2,3,2,0,,3,0,,0,,2_2.txt
2,3,6,0,,4,0,,0,,2_2.txt
2,3,2,1,2,5,0,,1,0.000910997390747,2_2.txt
2,3,1,0,,6,0,,0,,2_2.txt
2,3,8,0,,7,0,,0,,2_2.txt
2,3,7,0,,8,0,,0,,2_2.txt
2,3,8,0,8,9,0,,1,0.33494591713,2_2.txt
2,3,4,1,,10,0,,0,,2_2.txt
2,3,3,0,,11,0,,1,0.268126010895,2_2.txt
2,3,5,0,,12,0,,0,,2_2.txt
2,3,3,1,3,13,0,,0,,2_2.txt
2,3,1,0,,14,0,,1,0.568441152573,2_2.txt
2,3,4,0,,15,0,,1,0.268116950989,2_2.txt
2,3,1,1,1,16,0,,0,,2_2.txt
2,3,6,0,,17,0,,0,,2_2.txt
2,3,7,0,,18,0,,1,0.151253938675,2_2.txt
2,3,6,1,6,19,0,,0,,2_2.txt
2,3,5,0,,20,0,,1,0.167859077454,2_2.txt
2,3,7,0,,21,1,3back,1,0.118064165115,2_2.txt
2,3,5,1,5,22,0,,0,,2_2.txt
