numb_back,order_set,img_numb,response,repeat_img,repeat_pos,lure,lure_kind,answer,time,file
2,4,2,2,2,18,0,,1,0.00103092193604,2_3.txt
2,4,4,0,,19,0,,1,0.134681940079,2_3.txt
2,4,7,0,,20,0,,1,0.134454011917,2_3.txt
2,4,3,0,,21,0,,0,,2_3.txt
2,4,7,1,7,22,0,,0,,2_3.txt
1,8,8,0,,1,0,,0,,1_7.txt
1,8,3,0,,2,0,,0,,1_7.txt
1,8,1,1,,3,0,,0,,1_7.txt
1,8,1,0,1,4,0,,1,0.00107908248901,1_7.txt
1,8,8,0,,5,0,,0,,1_7.txt
1,8,4,0,,6,0,,0,,1_7.txt
1,8,4,1,4,7,0,,0,,1_7.txt
1,8,5,0,,8,0,,0,,1_7.txt
1,8,2,0,,9,0,,1,0.00104999542236,1_7.txt
1,8,2,1,2,10,0,,1,0.218168973923,1_7.txt
1,8,5,0,,11,0,,1,0.00106191635132,1_7.txt
1,8,6,0,,12,0,,0,,1_7.txt
1,8,6,1,6,13,0,,1,0.0177328586578,1_7.txt
1,8,7,0,,14,0,,0,,1_7.txt
1,8,4,0,,15,0,,1,0.234726905823,1_7.txt
1,8,7,0,,16,0,,0,,1_7.txt
1,8,7,1,7,17,0,,1,0.418264865875,1_7.txt
1,8,5,0,,18,0,,0,,1_7.txt
1,8,2,0,,19,0,,1,0.0678660869598,1_7.txt
1,8,3,0,,20,0,,0,,1_7.txt
1,8,3,1,3,21,0,,1,0.66846704483,1_7.txt
1,10,4,0,,1,0,,0,,1_9.txt
1,10,2,0,,2,0,,0,,1_9.txt
1,10,2,1,2,3,0,,1,0.000989198684692,1_9.txt
1,10,8,0,,4,0,,0,,1_9.txt
1,10,8,1,8,5,0,,1,0.00105214118958,1_9.txt
1,10,6,0,,6,0,,0,,1_9.txt
1,10,4,0,,7,0,,0,,1_9.txt
1,10,4,1,4,8,0,,1,0.00097393989563,1_9.txt
1,10,5,0,,9,0,,0,,1_9.txt
1,10,3,0,,10,0,,0,,1_9.txt
1,10,1,0,,11,0,,0,,1_9.txt
1,10,3,0,,12,0,,1,0.000946998596191,1_9.txt
1,10,3,1,3,13,0,,0,,1_9.txt
1,10,1,0,,14,0,,1,0.0511720180511,1_9.txt
1,10,7,0,,15,0,,0,,1_9.txt
1,10,7,1,7,16,0,,1,0.00090503692627,1_9.txt
1,10,5,0,,17,0,,0,,1_9.txt
1,10,6,0,,18,0,,0,,1_9.txt
1,10,6,1,6,19,0,,0,,1_9.txt
1,10,8,0,,20,0,,0,,1_9.txt
1,10,2,0,,21,0,,0,,1_9.txt
1,4,2,0,,1,0,,0,,1_3.txt
1,4,1,0,,2,0,,0,,1_3.txt
1,4,4,0,,3,0,,0,,1_3.txt
1,4,4,1,4,4,0,,0,,1_3.txt
1,4,5,0,,5,0,,0,,1_3.txt
1,4,5,0,5,6,0,,0,,1_3.txt
1,4,6,0,,7,0,,0,,1_3.txt
1,4,3,1,,8,0,,0,,1_3.txt
1,4,2,0,,9,0,,0,,1_3.txt
1,4,2,0,2,10,0,,1,0.151495933533,1_3.txt
1,4,7,0,,11,0,,0,,1_3.txt
1,4,1,1,,12,0,,0,,1_3.txt
1,4,8,0,,13,0,,0,,1_3.txt
1,4,8,0,8,14,0,,1,0.101289987564,1_3.txt
1,4,7,1,,15,0,,0,,1_3.txt
1,4,5,0,,16,0,,0,,1_3.txt
1,4,3,0,,17,0,,0,,1_3.txt
1,4,3,1,3,18,0,,1,0.134514093399,1_3.txt
1,4,1,0,,19,0,,0,,1_3.txt
1,4,6,0,,20,0,,0,,1_3.txt
1,4,6,1,6,21,0,,1,0.0679020881653,1_3.txt
